dataset,robot_type,perspective,src_img,tgt_img,action
G1edu-u3_place_metal_bowl_ae,,1st,G1edu-u3_place_metal_bowl_ae/images/ep_21/frame_004770.png,G1edu-u3_place_metal_bowl_ae/images/ep_21/frame_004780.png,G1edu-u3_place_metal_bowl_ae/actions/ep_21/action_004770to004779.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_2/frame_000770.png,G1edu-u3_put_the_water_bottle_aq/images/ep_2/frame_000780.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_2/action_000770to000779.npy
AIRBOT_MMK2_storage_tissue_paper,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_storage_tissue_paper/images/ep_3/frame_000643.png,AIRBOT_MMK2_storage_tissue_paper/images/ep_3/frame_000653.png,AIRBOT_MMK2_storage_tissue_paper/actions/ep_3/action_000643to000652.npy
G1edu-u3_pick_up_the_toy_ai,,1st,G1edu-u3_pick_up_the_toy_ai/images/ep_3/frame_001432.png,G1edu-u3_pick_up_the_toy_ai/images/ep_3/frame_001442.png,G1edu-u3_pick_up_the_toy_ai/actions/ep_3/action_001432to001441.npy
G1edu-u3_little_tray_storage_apple_b,,1st,G1edu-u3_little_tray_storage_apple_b/images/ep_10/frame_002806.png,G1edu-u3_little_tray_storage_apple_b/images/ep_10/frame_002816.png,G1edu-u3_little_tray_storage_apple_b/actions/ep_10/action_002806to002815.npy
Cobot_Magic_turn_on_the_bulb,agilex_cobot_decoupled_magic,1st,Cobot_Magic_turn_on_the_bulb/images/ep_1/frame_000361.png,Cobot_Magic_turn_on_the_bulb/images/ep_1/frame_000371.png,Cobot_Magic_turn_on_the_bulb/actions/ep_1/action_000361to000370.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_16/frame_003565.png,G1edu-u3_put_the_cup_b/images/ep_16/frame_003575.png,G1edu-u3_put_the_cup_b/actions/ep_16/action_003565to003574.npy
AIRBOT_MMK2_mobile_car,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_mobile_car/images/ep_25/frame_003635.png,AIRBOT_MMK2_mobile_car/images/ep_25/frame_003645.png,AIRBOT_MMK2_mobile_car/actions/ep_25/action_003635to003644.npy
G1edu-u3_put_the_lemon_af,,1st,G1edu-u3_put_the_lemon_af/images/ep_3/frame_000610.png,G1edu-u3_put_the_lemon_af/images/ep_3/frame_000620.png,G1edu-u3_put_the_lemon_af/actions/ep_3/action_000610to000619.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_45/frame_007107.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_45/frame_007117.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_45/action_007107to007116.npy
G1edu-u3_place_metal_bowl_ae,,1st,G1edu-u3_place_metal_bowl_ae/images/ep_34/frame_007312.png,G1edu-u3_place_metal_bowl_ae/images/ep_34/frame_007322.png,G1edu-u3_place_metal_bowl_ae/actions/ep_34/action_007312to007321.npy
G1edu-u3_place_apple_c,,1st,G1edu-u3_place_apple_c/images/ep_0/frame_000000.png,G1edu-u3_place_apple_c/images/ep_0/frame_000010.png,G1edu-u3_place_apple_c/actions/ep_0/action_000000to000009.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_7/frame_001571.png,leju_robot_hotel_services_ah/images/ep_7/frame_001581.png,leju_robot_hotel_services_ah/actions/ep_7/action_001571to001580.npy
AIRBOT_MMK2_square_arrangement,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_square_arrangement/images/ep_36/frame_004881.png,AIRBOT_MMK2_square_arrangement/images/ep_36/frame_004891.png,AIRBOT_MMK2_square_arrangement/actions/ep_36/action_004881to004890.npy
R1_Lite_move_the_position_of_the_spoon,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_spoon/images/ep_8/frame_002410.png,R1_Lite_move_the_position_of_the_spoon/images/ep_8/frame_002420.png,R1_Lite_move_the_position_of_the_spoon/actions/ep_8/action_002410to002419.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_42/frame_007752.png,leju_robot_hotel_services_ah/images/ep_42/frame_007762.png,leju_robot_hotel_services_ah/actions/ep_42/action_007752to007761.npy
G1edu-u3_little_tray_storage_apple_b,,1st,G1edu-u3_little_tray_storage_apple_b/images/ep_6/frame_001579.png,G1edu-u3_little_tray_storage_apple_b/images/ep_6/frame_001589.png,G1edu-u3_little_tray_storage_apple_b/actions/ep_6/action_001579to001588.npy
AIRBOT_MMK2_square_arrangement,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_square_arrangement/images/ep_27/frame_003862.png,AIRBOT_MMK2_square_arrangement/images/ep_27/frame_003872.png,AIRBOT_MMK2_square_arrangement/actions/ep_27/action_003862to003871.npy
R1_Lite_move_the_position_of_the_spoon,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_spoon/images/ep_0/frame_000210.png,R1_Lite_move_the_position_of_the_spoon/images/ep_0/frame_000220.png,R1_Lite_move_the_position_of_the_spoon/actions/ep_0/action_000210to000219.npy
G1edu-u3_place_plastic_bowl_ag,,1st,G1edu-u3_place_plastic_bowl_ag/images/ep_17/frame_003370.png,G1edu-u3_place_plastic_bowl_ag/images/ep_17/frame_003380.png,G1edu-u3_place_plastic_bowl_ag/actions/ep_17/action_003370to003379.npy
AIRBOT_MMK2_place_the_basin,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_basin/images/ep_1/frame_000355.png,AIRBOT_MMK2_place_the_basin/images/ep_1/frame_000365.png,AIRBOT_MMK2_place_the_basin/actions/ep_1/action_000355to000364.npy
AIRBOT_MMK2_desktop_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_desktop_storage/images/ep_0/frame_000010.png,AIRBOT_MMK2_desktop_storage/images/ep_0/frame_000020.png,AIRBOT_MMK2_desktop_storage/actions/ep_0/action_000010to000019.npy
G1edu-u3_little_tray_storage_lemon_b,,1st,G1edu-u3_little_tray_storage_lemon_b/images/ep_5/frame_001111.png,G1edu-u3_little_tray_storage_lemon_b/images/ep_5/frame_001121.png,G1edu-u3_little_tray_storage_lemon_b/actions/ep_5/action_001111to001120.npy
G1edu-u3_put_the_water_bottle_on_the_table_d,,1st,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_26/frame_005600.png,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_26/frame_005610.png,G1edu-u3_put_the_water_bottle_on_the_table_d/actions/ep_26/action_005600to005609.npy
AIRBOT_MMK2_place_the_basin,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_basin/images/ep_45/frame_007011.png,AIRBOT_MMK2_place_the_basin/images/ep_45/frame_007021.png,AIRBOT_MMK2_place_the_basin/actions/ep_45/action_007011to007020.npy
R1_Lite_move_the_position_of_the_cookie,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_cookie/images/ep_8/frame_001933.png,R1_Lite_move_the_position_of_the_cookie/images/ep_8/frame_001943.png,R1_Lite_move_the_position_of_the_cookie/actions/ep_8/action_001933to001942.npy
G1edu-u3_place_plastic_bowl_ah,,1st,G1edu-u3_place_plastic_bowl_ah/images/ep_8/frame_001547.png,G1edu-u3_place_plastic_bowl_ah/images/ep_8/frame_001557.png,G1edu-u3_place_plastic_bowl_ah/actions/ep_8/action_001547to001556.npy
G1edu-u3_pick_up_the_toy_ai,,1st,G1edu-u3_pick_up_the_toy_ai/images/ep_7/frame_002591.png,G1edu-u3_pick_up_the_toy_ai/images/ep_7/frame_002601.png,G1edu-u3_pick_up_the_toy_ai/actions/ep_7/action_002591to002600.npy
AIRBOT_MMK2_place_the_small_bowl_of_canned_food,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_38/frame_005785.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_38/frame_005795.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/actions/ep_38/action_005785to005794.npy
Cobot_Magic_turn_on_the_bulb,agilex_cobot_decoupled_magic,1st,Cobot_Magic_turn_on_the_bulb/images/ep_5/frame_000976.png,Cobot_Magic_turn_on_the_bulb/images/ep_5/frame_000986.png,Cobot_Magic_turn_on_the_bulb/actions/ep_5/action_000976to000985.npy
R1_Lite_move_the_position_of_the_spoon,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_spoon/images/ep_1/frame_000580.png,R1_Lite_move_the_position_of_the_spoon/images/ep_1/frame_000590.png,R1_Lite_move_the_position_of_the_spoon/actions/ep_1/action_000580to000589.npy
G1edu-u3_put_the_water_bottle_on_the_table_d,,1st,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_14/frame_003063.png,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_14/frame_003073.png,G1edu-u3_put_the_water_bottle_on_the_table_d/actions/ep_14/action_003063to003072.npy
AIRBOT_MMK2_place_the_small_bowl_of_canned_food,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_12/frame_002032.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_12/frame_002042.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/actions/ep_12/action_002032to002041.npy
AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_8/frame_001496.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_8/frame_001506.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/actions/ep_8/action_001496to001505.npy
G1edu-u3_pick_crumpled_paper_aa,,1st,G1edu-u3_pick_crumpled_paper_aa/images/ep_0/frame_000000.png,G1edu-u3_pick_crumpled_paper_aa/images/ep_0/frame_000010.png,G1edu-u3_pick_crumpled_paper_aa/actions/ep_0/action_000000to000009.npy
AIRBOT_MMK2_place_the_basin,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_basin/images/ep_38/frame_006008.png,AIRBOT_MMK2_place_the_basin/images/ep_38/frame_006018.png,AIRBOT_MMK2_place_the_basin/actions/ep_38/action_006008to006017.npy
G1edu-u3_place_metal_bowl_ae,,1st,G1edu-u3_place_metal_bowl_ae/images/ep_31/frame_006773.png,G1edu-u3_place_metal_bowl_ae/images/ep_31/frame_006783.png,G1edu-u3_place_metal_bowl_ae/actions/ep_31/action_006773to006782.npy
G1edu-u3_put_the_toy_ap,,1st,G1edu-u3_put_the_toy_ap/images/ep_7/frame_002002.png,G1edu-u3_put_the_toy_ap/images/ep_7/frame_002012.png,G1edu-u3_put_the_toy_ap/actions/ep_7/action_002002to002011.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_8/frame_001237.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_8/frame_001247.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_8/action_001237to001246.npy
G1edu-u3_place_metal_bowl_af,,1st,G1edu-u3_place_metal_bowl_af/images/ep_5/frame_000972.png,G1edu-u3_place_metal_bowl_af/images/ep_5/frame_000982.png,G1edu-u3_place_metal_bowl_af/actions/ep_5/action_000972to000981.npy
G1edu-u3_place_plastic_bowl_ag,,1st,G1edu-u3_place_plastic_bowl_ag/images/ep_1/frame_000357.png,G1edu-u3_place_plastic_bowl_ag/images/ep_1/frame_000367.png,G1edu-u3_place_plastic_bowl_ag/actions/ep_1/action_000357to000366.npy
AIRBOT_MMK2_place_the_basin,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_basin/images/ep_33/frame_005343.png,AIRBOT_MMK2_place_the_basin/images/ep_33/frame_005353.png,AIRBOT_MMK2_place_the_basin/actions/ep_33/action_005343to005352.npy
AIRBOT_MMK2_place_the_small_bowl_of_canned_food,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_19/frame_003039.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_19/frame_003049.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/actions/ep_19/action_003039to003048.npy
G1edu-u3_put_the_toy_ap,,1st,G1edu-u3_put_the_toy_ap/images/ep_6/frame_001632.png,G1edu-u3_put_the_toy_ap/images/ep_6/frame_001642.png,G1edu-u3_put_the_toy_ap/actions/ep_6/action_001632to001641.npy
R1_Lite_move_the_position_of_the_cookie,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_cookie/images/ep_7/frame_001488.png,R1_Lite_move_the_position_of_the_cookie/images/ep_7/frame_001498.png,R1_Lite_move_the_position_of_the_cookie/actions/ep_7/action_001488to001497.npy
R1_Lite_move_the_position_of_the_apple,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_apple/images/ep_26/frame_004585.png,R1_Lite_move_the_position_of_the_apple/images/ep_26/frame_004595.png,R1_Lite_move_the_position_of_the_apple/actions/ep_26/action_004585to004594.npy
AIRBOT_MMK2_close_the_computer,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_close_the_computer/images/ep_45/frame_007037.png,AIRBOT_MMK2_close_the_computer/images/ep_45/frame_007047.png,AIRBOT_MMK2_close_the_computer/actions/ep_45/action_007037to007046.npy
G1edu-u3_put_the_water_bottle_on_the_table_d,,1st,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_29/frame_006184.png,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_29/frame_006194.png,G1edu-u3_put_the_water_bottle_on_the_table_d/actions/ep_29/action_006184to006193.npy
AIRBOT_MMK2_close_the_computer,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_close_the_computer/images/ep_38/frame_006094.png,AIRBOT_MMK2_close_the_computer/images/ep_38/frame_006104.png,AIRBOT_MMK2_close_the_computer/actions/ep_38/action_006094to006103.npy
AIRBOT_MMK2_beauty_sponge_and_cake_to_place,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_44/frame_006836.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_44/frame_006846.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/actions/ep_44/action_006836to006845.npy
G1edu-u3_tray_storage_lemon_a,,1st,G1edu-u3_tray_storage_lemon_a/images/ep_5/frame_000900.png,G1edu-u3_tray_storage_lemon_a/images/ep_5/frame_000910.png,G1edu-u3_tray_storage_lemon_a/actions/ep_5/action_000900to000909.npy
AIRBOT_MMK2_place_the_basin,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_basin/images/ep_18/frame_003493.png,AIRBOT_MMK2_place_the_basin/images/ep_18/frame_003503.png,AIRBOT_MMK2_place_the_basin/actions/ep_18/action_003493to003502.npy
G1edu-u3_put_the_lemon_af,,1st,G1edu-u3_put_the_lemon_af/images/ep_0/frame_000040.png,G1edu-u3_put_the_lemon_af/images/ep_0/frame_000050.png,G1edu-u3_put_the_lemon_af/actions/ep_0/action_000040to000049.npy
AIRBOT_MMK2_desktop_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_desktop_storage/images/ep_11/frame_003058.png,AIRBOT_MMK2_desktop_storage/images/ep_11/frame_003068.png,AIRBOT_MMK2_desktop_storage/actions/ep_11/action_003058to003067.npy
G1edu-u3_put_the_water_bottle_on_the_table_d,,1st,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_20/frame_004251.png,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_20/frame_004261.png,G1edu-u3_put_the_water_bottle_on_the_table_d/actions/ep_20/action_004251to004260.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_21/frame_004852.png,G1edu-u3_put_the_cup_b/images/ep_21/frame_004862.png,G1edu-u3_put_the_cup_b/actions/ep_21/action_004852to004861.npy
R1_Lite_move_the_position_of_the_apple,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_apple/images/ep_12/frame_002096.png,R1_Lite_move_the_position_of_the_apple/images/ep_12/frame_002106.png,R1_Lite_move_the_position_of_the_apple/actions/ep_12/action_002096to002105.npy
R1_Lite_move_the_position_of_the_spoon,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_spoon/images/ep_1/frame_000550.png,R1_Lite_move_the_position_of_the_spoon/images/ep_1/frame_000560.png,R1_Lite_move_the_position_of_the_spoon/actions/ep_1/action_000550to000559.npy
R1_Lite_move_the_position_of_the_cookie,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_cookie/images/ep_14/frame_002958.png,R1_Lite_move_the_position_of_the_cookie/images/ep_14/frame_002968.png,R1_Lite_move_the_position_of_the_cookie/actions/ep_14/action_002958to002967.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_0/frame_000130.png,G1edu-u3_put_the_water_bottle_aq/images/ep_0/frame_000140.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_0/action_000130to000139.npy
G1edu-u3_put_the_lemon_on_the_plate_ah,,1st,G1edu-u3_put_the_lemon_on_the_plate_ah/images/ep_4/frame_000984.png,G1edu-u3_put_the_lemon_on_the_plate_ah/images/ep_4/frame_000994.png,G1edu-u3_put_the_lemon_on_the_plate_ah/actions/ep_4/action_000984to000993.npy
G1edu-u3_place_metal_bowl_af,,1st,G1edu-u3_place_metal_bowl_af/images/ep_15/frame_002801.png,G1edu-u3_place_metal_bowl_af/images/ep_15/frame_002811.png,G1edu-u3_place_metal_bowl_af/actions/ep_15/action_002801to002810.npy
R1_Lite_move_the_position_of_the_apple,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_apple/images/ep_9/frame_001597.png,R1_Lite_move_the_position_of_the_apple/images/ep_9/frame_001607.png,R1_Lite_move_the_position_of_the_apple/actions/ep_9/action_001597to001606.npy
G1edu-u3_place_plastic_bowl_ah,,1st,G1edu-u3_place_plastic_bowl_ah/images/ep_3/frame_000578.png,G1edu-u3_place_plastic_bowl_ah/images/ep_3/frame_000588.png,G1edu-u3_place_plastic_bowl_ah/actions/ep_3/action_000578to000587.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_9/frame_002150.png,G1edu-u3_put_the_cup_b/images/ep_9/frame_002160.png,G1edu-u3_put_the_cup_b/actions/ep_9/action_002150to002159.npy
G1edu-u3_place_plastic_bowl_ah,,1st,G1edu-u3_place_plastic_bowl_ah/images/ep_18/frame_003176.png,G1edu-u3_place_plastic_bowl_ah/images/ep_18/frame_003186.png,G1edu-u3_place_plastic_bowl_ah/actions/ep_18/action_003176to003185.npy
G1edu-u3_place_metal_bowl_ae,,1st,G1edu-u3_place_metal_bowl_ae/images/ep_2/frame_000715.png,G1edu-u3_place_metal_bowl_ae/images/ep_2/frame_000725.png,G1edu-u3_place_metal_bowl_ae/actions/ep_2/action_000715to000724.npy
G1edu-u3_put_the_toy_ap,,1st,G1edu-u3_put_the_toy_ap/images/ep_0/frame_000190.png,G1edu-u3_put_the_toy_ap/images/ep_0/frame_000200.png,G1edu-u3_put_the_toy_ap/actions/ep_0/action_000190to000199.npy
AIRBOT_MMK2_potato_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_potato_storage/images/ep_37/frame_005310.png,AIRBOT_MMK2_potato_storage/images/ep_37/frame_005320.png,AIRBOT_MMK2_potato_storage/actions/ep_37/action_005310to005319.npy
G1edu-u3_place_metal_bowl_ae,,1st,G1edu-u3_place_metal_bowl_ae/images/ep_32/frame_006877.png,G1edu-u3_place_metal_bowl_ae/images/ep_32/frame_006887.png,G1edu-u3_place_metal_bowl_ae/actions/ep_32/action_006877to006886.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_21/frame_003248.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_21/frame_003258.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_21/action_003248to003257.npy
AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_20/frame_003201.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_20/frame_003211.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/actions/ep_20/action_003201to003210.npy
G1edu-u3_little_tray_storage_apple_b,,1st,G1edu-u3_little_tray_storage_apple_b/images/ep_1/frame_000326.png,G1edu-u3_little_tray_storage_apple_b/images/ep_1/frame_000336.png,G1edu-u3_little_tray_storage_apple_b/actions/ep_1/action_000326to000335.npy
G1edu-u3_put_the_water_bottle_on_the_table_d,,1st,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_25/frame_005234.png,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_25/frame_005244.png,G1edu-u3_put_the_water_bottle_on_the_table_d/actions/ep_25/action_005234to005243.npy
G1edu-u3_little_tray_storage_lemon_b,,1st,G1edu-u3_little_tray_storage_lemon_b/images/ep_8/frame_002066.png,G1edu-u3_little_tray_storage_lemon_b/images/ep_8/frame_002076.png,G1edu-u3_little_tray_storage_lemon_b/actions/ep_8/action_002066to002075.npy
AIRBOT_MMK2_close_the_computer,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_close_the_computer/images/ep_44/frame_006890.png,AIRBOT_MMK2_close_the_computer/images/ep_44/frame_006900.png,AIRBOT_MMK2_close_the_computer/actions/ep_44/action_006890to006899.npy
G1edu-u3_pick_empty_bottle_ab,,1st,G1edu-u3_pick_empty_bottle_ab/images/ep_1/frame_000397.png,G1edu-u3_pick_empty_bottle_ab/images/ep_1/frame_000407.png,G1edu-u3_pick_empty_bottle_ab/actions/ep_1/action_000397to000406.npy
G1edu-u3_place_plastic_bowl_ah,,1st,G1edu-u3_place_plastic_bowl_ah/images/ep_25/frame_004344.png,G1edu-u3_place_plastic_bowl_ah/images/ep_25/frame_004354.png,G1edu-u3_place_plastic_bowl_ah/actions/ep_25/action_004344to004353.npy
G1edu-u3_pick_empty_bottle_ab,,1st,G1edu-u3_pick_empty_bottle_ab/images/ep_3/frame_000972.png,G1edu-u3_pick_empty_bottle_ab/images/ep_3/frame_000982.png,G1edu-u3_pick_empty_bottle_ab/actions/ep_3/action_000972to000981.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_43/frame_006622.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_43/frame_006632.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_43/action_006622to006631.npy
AIRBOT_MMK2_beauty_sponge_and_cake_to_place,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_7/frame_001146.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_7/frame_001156.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/actions/ep_7/action_001146to001155.npy
AIRBOT_MMK2_potato_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_potato_storage/images/ep_14/frame_002224.png,AIRBOT_MMK2_potato_storage/images/ep_14/frame_002234.png,AIRBOT_MMK2_potato_storage/actions/ep_14/action_002224to002233.npy
G1edu-u3_put_the_lemon_af,,1st,G1edu-u3_put_the_lemon_af/images/ep_3/frame_000630.png,G1edu-u3_put_the_lemon_af/images/ep_3/frame_000640.png,G1edu-u3_put_the_lemon_af/actions/ep_3/action_000630to000639.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_0/frame_000110.png,G1edu-u3_put_the_water_bottle_aq/images/ep_0/frame_000120.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_0/action_000110to000119.npy
G1edu-u3_place_metal_bowl_ae,,1st,G1edu-u3_place_metal_bowl_ae/images/ep_6/frame_001326.png,G1edu-u3_place_metal_bowl_ae/images/ep_6/frame_001336.png,G1edu-u3_place_metal_bowl_ae/actions/ep_6/action_001326to001335.npy
R1_Lite_move_the_position_of_the_apple,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_apple/images/ep_18/frame_003029.png,R1_Lite_move_the_position_of_the_apple/images/ep_18/frame_003039.png,R1_Lite_move_the_position_of_the_apple/actions/ep_18/action_003029to003038.npy
G1edu-u3_pick_cup_a,,1st,G1edu-u3_pick_cup_a/images/ep_13/frame_004411.png,G1edu-u3_pick_cup_a/images/ep_13/frame_004421.png,G1edu-u3_pick_cup_a/actions/ep_13/action_004411to004420.npy
G1edu-u3_put_the_toy_ap,,1st,G1edu-u3_put_the_toy_ap/images/ep_4/frame_001330.png,G1edu-u3_put_the_toy_ap/images/ep_4/frame_001340.png,G1edu-u3_put_the_toy_ap/actions/ep_4/action_001330to001339.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_21/frame_004892.png,G1edu-u3_put_the_cup_b/images/ep_21/frame_004902.png,G1edu-u3_put_the_cup_b/actions/ep_21/action_004892to004901.npy
AIRBOT_MMK2_storage_tissue_paper,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_storage_tissue_paper/images/ep_44/frame_006175.png,AIRBOT_MMK2_storage_tissue_paper/images/ep_44/frame_006185.png,AIRBOT_MMK2_storage_tissue_paper/actions/ep_44/action_006175to006184.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_3/frame_000810.png,G1edu-u3_put_the_cup_b/images/ep_3/frame_000820.png,G1edu-u3_put_the_cup_b/actions/ep_3/action_000810to000819.npy
AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_32/frame_004913.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_32/frame_004923.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/actions/ep_32/action_004913to004922.npy
AIRBOT_MMK2_cake_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_cake_storage/images/ep_0/frame_000110.png,AIRBOT_MMK2_cake_storage/images/ep_0/frame_000120.png,AIRBOT_MMK2_cake_storage/actions/ep_0/action_000110to000119.npy
G1edu-u3_pick_empty_bottle_ab,,1st,G1edu-u3_pick_empty_bottle_ab/images/ep_4/frame_001397.png,G1edu-u3_pick_empty_bottle_ab/images/ep_4/frame_001407.png,G1edu-u3_pick_empty_bottle_ab/actions/ep_4/action_001397to001406.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_41/frame_006332.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_41/frame_006342.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_41/action_006332to006341.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_7/frame_001144.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_7/frame_001154.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_7/action_001144to001153.npy
G1edu-u3_pick_empty_bottle_ab,,1st,G1edu-u3_pick_empty_bottle_ab/images/ep_5/frame_001643.png,G1edu-u3_pick_empty_bottle_ab/images/ep_5/frame_001653.png,G1edu-u3_pick_empty_bottle_ab/actions/ep_5/action_001643to001652.npy
