dataset,task_id,episode_id,perspective,robot_type,src_img,tgt_img,action
task_590,590,803106,1st,a2d,task_590/images/ep_803106/frame_000450.png,task_590/images/ep_803106/frame_000495.png,task_590/actions/ep_803106/action_000450to000494.npy
task_542,542,770696,1st,a2d,task_542/images/ep_770696/frame_000900.png,task_542/images/ep_770696/frame_000945.png,task_542/actions/ep_770696/action_000900to000944.npy
task_587,587,803602,1st,a2d,task_587/images/ep_803602/frame_000945.png,task_587/images/ep_803602/frame_000990.png,task_587/actions/ep_803602/action_000945to000989.npy
task_590,590,804491,1st,a2d,task_590/images/ep_804491/frame_000630.png,task_590/images/ep_804491/frame_000675.png,task_590/actions/ep_804491/action_000630to000674.npy
task_446,446,691090,1st,a2d,task_446/images/ep_691090/frame_000450.png,task_446/images/ep_691090/frame_000495.png,task_446/actions/ep_691090/action_000450to000494.npy
task_575,575,807289,1st,a2d,task_575/images/ep_807289/frame_000675.png,task_575/images/ep_807289/frame_000720.png,task_575/actions/ep_807289/action_000675to000719.npy
task_575,575,807742,1st,a2d,task_575/images/ep_807742/frame_000135.png,task_575/images/ep_807742/frame_000180.png,task_575/actions/ep_807742/action_000135to000179.npy
task_734,734,882590,1st,a2d,task_734/images/ep_882590/frame_000135.png,task_734/images/ep_882590/frame_000180.png,task_734/actions/ep_882590/action_000135to000179.npy
task_619,619,840083,1st,a2d,task_619/images/ep_840083/frame_000000.png,task_619/images/ep_840083/frame_000045.png,task_619/actions/ep_840083/action_000000to000044.npy
task_604,604,854127,1st,a2d,task_604/images/ep_854127/frame_000270.png,task_604/images/ep_854127/frame_000315.png,task_604/actions/ep_854127/action_000270to000314.npy
task_590,590,804758,1st,a2d,task_590/images/ep_804758/frame_000495.png,task_590/images/ep_804758/frame_000540.png,task_590/actions/ep_804758/action_000495to000539.npy
task_785,785,913999,1st,a2d,task_785/images/ep_913999/frame_002700.png,task_785/images/ep_913999/frame_002745.png,task_785/actions/ep_913999/action_002700to002744.npy
task_582,582,803702,1st,a2d,task_582/images/ep_803702/frame_000225.png,task_582/images/ep_803702/frame_000270.png,task_582/actions/ep_803702/action_000225to000269.npy
task_719,719,921740,1st,a2d,task_719/images/ep_921740/frame_000180.png,task_719/images/ep_921740/frame_000225.png,task_719/actions/ep_921740/action_000180to000224.npy
task_567,567,799421,1st,a2d,task_567/images/ep_799421/frame_000540.png,task_567/images/ep_799421/frame_000585.png,task_567/actions/ep_799421/action_000540to000584.npy
task_785,785,919513,1st,a2d,task_785/images/ep_919513/frame_001800.png,task_785/images/ep_919513/frame_001845.png,task_785/actions/ep_919513/action_001800to001844.npy
task_590,590,803530,1st,a2d,task_590/images/ep_803530/frame_000540.png,task_590/images/ep_803530/frame_000585.png,task_590/actions/ep_803530/action_000540to000584.npy
task_575,575,807812,1st,a2d,task_575/images/ep_807812/frame_000000.png,task_575/images/ep_807812/frame_000045.png,task_575/actions/ep_807812/action_000000to000044.npy
task_542,542,778357,1st,a2d,task_542/images/ep_778357/frame_000675.png,task_542/images/ep_778357/frame_000720.png,task_542/actions/ep_778357/action_000675to000719.npy
task_717,717,876707,1st,a2d,task_717/images/ep_876707/frame_000855.png,task_717/images/ep_876707/frame_000900.png,task_717/actions/ep_876707/action_000855to000899.npy
task_593,593,802743,1st,a2d,task_593/images/ep_802743/frame_000495.png,task_593/images/ep_802743/frame_000540.png,task_593/actions/ep_802743/action_000495to000539.npy
task_582,582,805606,1st,a2d,task_582/images/ep_805606/frame_000315.png,task_582/images/ep_805606/frame_000360.png,task_582/actions/ep_805606/action_000315to000359.npy
task_374,374,656535,1st,a2d,task_374/images/ep_656535/frame_000135.png,task_374/images/ep_656535/frame_000180.png,task_374/actions/ep_656535/action_000135to000179.npy
task_567,567,798365,1st,a2d,task_567/images/ep_798365/frame_000360.png,task_567/images/ep_798365/frame_000405.png,task_567/actions/ep_798365/action_000360to000404.npy
task_587,587,804602,1st,a2d,task_587/images/ep_804602/frame_000675.png,task_587/images/ep_804602/frame_000720.png,task_587/actions/ep_804602/action_000675to000719.npy
task_429,429,684497,1st,a2d,task_429/images/ep_684497/frame_001125.png,task_429/images/ep_684497/frame_001170.png,task_429/actions/ep_684497/action_001125to001169.npy
task_573,573,795121,1st,a2d,task_573/images/ep_795121/frame_001035.png,task_573/images/ep_795121/frame_001080.png,task_573/actions/ep_795121/action_001035to001079.npy
task_582,582,804702,1st,a2d,task_582/images/ep_804702/frame_000495.png,task_582/images/ep_804702/frame_000540.png,task_582/actions/ep_804702/action_000495to000539.npy
task_374,374,648560,1st,a2d,task_374/images/ep_648560/frame_000135.png,task_374/images/ep_648560/frame_000180.png,task_374/actions/ep_648560/action_000135to000179.npy
task_388,388,690721,1st,a2d,task_388/images/ep_690721/frame_001575.png,task_388/images/ep_690721/frame_001620.png,task_388/actions/ep_690721/action_001575to001619.npy
task_573,573,795496,1st,a2d,task_573/images/ep_795496/frame_000045.png,task_573/images/ep_795496/frame_000090.png,task_573/actions/ep_795496/action_000045to000089.npy
task_374,374,648989,1st,a2d,task_374/images/ep_648989/frame_000495.png,task_374/images/ep_648989/frame_000540.png,task_374/actions/ep_648989/action_000495to000539.npy
task_567,567,797664,1st,a2d,task_567/images/ep_797664/frame_000360.png,task_567/images/ep_797664/frame_000405.png,task_567/actions/ep_797664/action_000360to000404.npy
task_374,374,668561,1st,a2d,task_374/images/ep_668561/frame_000450.png,task_374/images/ep_668561/frame_000495.png,task_374/actions/ep_668561/action_000450to000494.npy
task_567,567,798501,1st,a2d,task_567/images/ep_798501/frame_000405.png,task_567/images/ep_798501/frame_000450.png,task_567/actions/ep_798501/action_000405to000449.npy
task_542,542,770826,1st,a2d,task_542/images/ep_770826/frame_001395.png,task_542/images/ep_770826/frame_001440.png,task_542/actions/ep_770826/action_001395to001439.npy
task_590,590,803275,1st,a2d,task_590/images/ep_803275/frame_000675.png,task_590/images/ep_803275/frame_000720.png,task_590/actions/ep_803275/action_000675to000719.npy
task_542,542,771431,1st,a2d,task_542/images/ep_771431/frame_000720.png,task_542/images/ep_771431/frame_000765.png,task_542/actions/ep_771431/action_000720to000764.npy
task_719,719,874040,1st,a2d,task_719/images/ep_874040/frame_000540.png,task_719/images/ep_874040/frame_000585.png,task_719/actions/ep_874040/action_000540to000584.npy
task_593,593,804106,1st,a2d,task_593/images/ep_804106/frame_000675.png,task_593/images/ep_804106/frame_000720.png,task_593/actions/ep_804106/action_000675to000719.npy
task_542,542,776193,1st,a2d,task_542/images/ep_776193/frame_000630.png,task_542/images/ep_776193/frame_000675.png,task_542/actions/ep_776193/action_000630to000674.npy
task_388,388,691408,1st,a2d,task_388/images/ep_691408/frame_001350.png,task_388/images/ep_691408/frame_001395.png,task_388/actions/ep_691408/action_001350to001394.npy
task_573,573,794668,1st,a2d,task_573/images/ep_794668/frame_000270.png,task_573/images/ep_794668/frame_000315.png,task_573/actions/ep_794668/action_000270to000314.npy
task_374,374,649371,1st,a2d,task_374/images/ep_649371/frame_000450.png,task_374/images/ep_649371/frame_000495.png,task_374/actions/ep_649371/action_000450to000494.npy
task_619,619,839569,1st,a2d,task_619/images/ep_839569/frame_000270.png,task_619/images/ep_839569/frame_000315.png,task_619/actions/ep_839569/action_000270to000314.npy
task_429,429,686868,1st,a2d,task_429/images/ep_686868/frame_000000.png,task_429/images/ep_686868/frame_000045.png,task_429/actions/ep_686868/action_000000to000044.npy
task_590,590,803455,1st,a2d,task_590/images/ep_803455/frame_001035.png,task_590/images/ep_803455/frame_001080.png,task_590/actions/ep_803455/action_001035to001079.npy
task_785,785,919969,1st,a2d,task_785/images/ep_919969/frame_001170.png,task_785/images/ep_919969/frame_001215.png,task_785/actions/ep_919969/action_001170to001214.npy
task_374,374,649052,1st,a2d,task_374/images/ep_649052/frame_000135.png,task_374/images/ep_649052/frame_000180.png,task_374/actions/ep_649052/action_000135to000179.npy
task_542,542,776287,1st,a2d,task_542/images/ep_776287/frame_000180.png,task_542/images/ep_776287/frame_000225.png,task_542/actions/ep_776287/action_000180to000224.npy
task_582,582,802676,1st,a2d,task_582/images/ep_802676/frame_000180.png,task_582/images/ep_802676/frame_000225.png,task_582/actions/ep_802676/action_000180to000224.npy
task_719,719,870658,1st,a2d,task_719/images/ep_870658/frame_000225.png,task_719/images/ep_870658/frame_000270.png,task_719/actions/ep_870658/action_000225to000269.npy
task_388,388,690695,1st,a2d,task_388/images/ep_690695/frame_001440.png,task_388/images/ep_690695/frame_001485.png,task_388/actions/ep_690695/action_001440to001484.npy
task_575,575,845220,1st,a2d,task_575/images/ep_845220/frame_000135.png,task_575/images/ep_845220/frame_000180.png,task_575/actions/ep_845220/action_000135to000179.npy
task_717,717,871579,1st,a2d,task_717/images/ep_871579/frame_001125.png,task_717/images/ep_871579/frame_001170.png,task_717/actions/ep_871579/action_001125to001169.npy
task_785,785,916775,1st,a2d,task_785/images/ep_916775/frame_002790.png,task_785/images/ep_916775/frame_002835.png,task_785/actions/ep_916775/action_002790to002834.npy
task_717,717,872502,1st,a2d,task_717/images/ep_872502/frame_000180.png,task_717/images/ep_872502/frame_000225.png,task_717/actions/ep_872502/action_000180to000224.npy
task_573,573,795579,1st,a2d,task_573/images/ep_795579/frame_000000.png,task_573/images/ep_795579/frame_000045.png,task_573/actions/ep_795579/action_000000to000044.npy
task_542,542,927619,1st,a2d,task_542/images/ep_927619/frame_000945.png,task_542/images/ep_927619/frame_000990.png,task_542/actions/ep_927619/action_000945to000989.npy
task_567,567,799143,1st,a2d,task_567/images/ep_799143/frame_000495.png,task_567/images/ep_799143/frame_000540.png,task_567/actions/ep_799143/action_000495to000539.npy
task_604,604,854113,1st,a2d,task_604/images/ep_854113/frame_001980.png,task_604/images/ep_854113/frame_002025.png,task_604/actions/ep_854113/action_001980to002024.npy
task_388,388,690714,1st,a2d,task_388/images/ep_690714/frame_001170.png,task_388/images/ep_690714/frame_001215.png,task_388/actions/ep_690714/action_001170to001214.npy
task_567,567,798220,1st,a2d,task_567/images/ep_798220/frame_000450.png,task_567/images/ep_798220/frame_000495.png,task_567/actions/ep_798220/action_000450to000494.npy
task_388,388,691498,1st,a2d,task_388/images/ep_691498/frame_001350.png,task_388/images/ep_691498/frame_001395.png,task_388/actions/ep_691498/action_001350to001394.npy
task_567,567,797371,1st,a2d,task_567/images/ep_797371/frame_000360.png,task_567/images/ep_797371/frame_000405.png,task_567/actions/ep_797371/action_000360to000404.npy
task_719,719,921830,1st,a2d,task_719/images/ep_921830/frame_000135.png,task_719/images/ep_921830/frame_000180.png,task_719/actions/ep_921830/action_000135to000179.npy
task_719,719,876762,1st,a2d,task_719/images/ep_876762/frame_000180.png,task_719/images/ep_876762/frame_000225.png,task_719/actions/ep_876762/action_000180to000224.npy
task_719,719,870377,1st,a2d,task_719/images/ep_870377/frame_000225.png,task_719/images/ep_870377/frame_000270.png,task_719/actions/ep_870377/action_000225to000269.npy
task_593,593,803957,1st,a2d,task_593/images/ep_803957/frame_000855.png,task_593/images/ep_803957/frame_000900.png,task_593/actions/ep_803957/action_000855to000899.npy
task_717,717,927693,1st,a2d,task_717/images/ep_927693/frame_000135.png,task_717/images/ep_927693/frame_000180.png,task_717/actions/ep_927693/action_000135to000179.npy
task_542,542,923347,1st,a2d,task_542/images/ep_923347/frame_000720.png,task_542/images/ep_923347/frame_000765.png,task_542/actions/ep_923347/action_000720to000764.npy
task_567,567,798415,1st,a2d,task_567/images/ep_798415/frame_000180.png,task_567/images/ep_798415/frame_000225.png,task_567/actions/ep_798415/action_000180to000224.npy
task_542,542,923358,1st,a2d,task_542/images/ep_923358/frame_001350.png,task_542/images/ep_923358/frame_001395.png,task_542/actions/ep_923358/action_001350to001394.npy
task_573,573,795750,1st,a2d,task_573/images/ep_795750/frame_000495.png,task_573/images/ep_795750/frame_000540.png,task_573/actions/ep_795750/action_000495to000539.npy
task_717,717,927693,1st,a2d,task_717/images/ep_927693/frame_000450.png,task_717/images/ep_927693/frame_000495.png,task_717/actions/ep_927693/action_000450to000494.npy
task_717,717,921964,1st,a2d,task_717/images/ep_921964/frame_000675.png,task_717/images/ep_921964/frame_000720.png,task_717/actions/ep_921964/action_000675to000719.npy
task_567,567,797996,1st,a2d,task_567/images/ep_797996/frame_000450.png,task_567/images/ep_797996/frame_000495.png,task_567/actions/ep_797996/action_000450to000494.npy
task_567,567,797109,1st,a2d,task_567/images/ep_797109/frame_000315.png,task_567/images/ep_797109/frame_000360.png,task_567/actions/ep_797109/action_000315to000359.npy
task_593,593,805635,1st,a2d,task_593/images/ep_805635/frame_000360.png,task_593/images/ep_805635/frame_000405.png,task_593/actions/ep_805635/action_000360to000404.npy
task_785,785,919126,1st,a2d,task_785/images/ep_919126/frame_003105.png,task_785/images/ep_919126/frame_003150.png,task_785/actions/ep_919126/action_003105to003149.npy
task_575,575,807575,1st,a2d,task_575/images/ep_807575/frame_000090.png,task_575/images/ep_807575/frame_000135.png,task_575/actions/ep_807575/action_000090to000134.npy
task_575,575,808309,1st,a2d,task_575/images/ep_808309/frame_000045.png,task_575/images/ep_808309/frame_000090.png,task_575/actions/ep_808309/action_000045to000089.npy
task_388,388,690731,1st,a2d,task_388/images/ep_690731/frame_001035.png,task_388/images/ep_690731/frame_001080.png,task_388/actions/ep_690731/action_001035to001079.npy
task_388,388,691564,1st,a2d,task_388/images/ep_691564/frame_001080.png,task_388/images/ep_691564/frame_001125.png,task_388/actions/ep_691564/action_001080to001124.npy
task_446,446,691258,1st,a2d,task_446/images/ep_691258/frame_000765.png,task_446/images/ep_691258/frame_000810.png,task_446/actions/ep_691258/action_000765to000809.npy
task_575,575,807633,1st,a2d,task_575/images/ep_807633/frame_000360.png,task_575/images/ep_807633/frame_000405.png,task_575/actions/ep_807633/action_000360to000404.npy
task_593,593,805727,1st,a2d,task_593/images/ep_805727/frame_000540.png,task_593/images/ep_805727/frame_000585.png,task_593/actions/ep_805727/action_000540to000584.npy
task_542,542,923457,1st,a2d,task_542/images/ep_923457/frame_001575.png,task_542/images/ep_923457/frame_001620.png,task_542/actions/ep_923457/action_001575to001619.npy
task_604,604,853398,1st,a2d,task_604/images/ep_853398/frame_000000.png,task_604/images/ep_853398/frame_000045.png,task_604/actions/ep_853398/action_000000to000044.npy
task_584,584,813174,1st,a2d,task_584/images/ep_813174/frame_000225.png,task_584/images/ep_813174/frame_000270.png,task_584/actions/ep_813174/action_000225to000269.npy
task_584,584,852748,1st,a2d,task_584/images/ep_852748/frame_001620.png,task_584/images/ep_852748/frame_001665.png,task_584/actions/ep_852748/action_001620to001664.npy
task_542,542,778402,1st,a2d,task_542/images/ep_778402/frame_000945.png,task_542/images/ep_778402/frame_000990.png,task_542/actions/ep_778402/action_000945to000989.npy
task_542,542,777535,1st,a2d,task_542/images/ep_777535/frame_000405.png,task_542/images/ep_777535/frame_000450.png,task_542/actions/ep_777535/action_000405to000449.npy
task_388,388,691822,1st,a2d,task_388/images/ep_691822/frame_000720.png,task_388/images/ep_691822/frame_000765.png,task_388/actions/ep_691822/action_000720to000764.npy
task_785,785,915160,1st,a2d,task_785/images/ep_915160/frame_003735.png,task_785/images/ep_915160/frame_003780.png,task_785/actions/ep_915160/action_003735to003779.npy
task_719,719,874346,1st,a2d,task_719/images/ep_874346/frame_000045.png,task_719/images/ep_874346/frame_000090.png,task_719/actions/ep_874346/action_000045to000089.npy
task_785,785,913999,1st,a2d,task_785/images/ep_913999/frame_000405.png,task_785/images/ep_913999/frame_000450.png,task_785/actions/ep_913999/action_000405to000449.npy
task_719,719,874319,1st,a2d,task_719/images/ep_874319/frame_000405.png,task_719/images/ep_874319/frame_000450.png,task_719/actions/ep_874319/action_000405to000449.npy
task_542,542,771547,1st,a2d,task_542/images/ep_771547/frame_000270.png,task_542/images/ep_771547/frame_000315.png,task_542/actions/ep_771547/action_000270to000314.npy
task_429,429,686767,1st,a2d,task_429/images/ep_686767/frame_000945.png,task_429/images/ep_686767/frame_000990.png,task_429/actions/ep_686767/action_000945to000989.npy
task_582,582,805552,1st,a2d,task_582/images/ep_805552/frame_000090.png,task_582/images/ep_805552/frame_000135.png,task_582/actions/ep_805552/action_000090to000134.npy
task_717,717,872332,1st,a2d,task_717/images/ep_872332/frame_000405.png,task_717/images/ep_872332/frame_000450.png,task_717/actions/ep_872332/action_000405to000449.npy
task_719,719,874240,1st,a2d,task_719/images/ep_874240/frame_000180.png,task_719/images/ep_874240/frame_000225.png,task_719/actions/ep_874240/action_000180to000224.npy
task_734,734,887542,1st,a2d,task_734/images/ep_887542/frame_000270.png,task_734/images/ep_887542/frame_000315.png,task_734/actions/ep_887542/action_000270to000314.npy
task_734,734,886835,1st,a2d,task_734/images/ep_886835/frame_000135.png,task_734/images/ep_886835/frame_000180.png,task_734/actions/ep_886835/action_000135to000179.npy
task_567,567,797251,1st,a2d,task_567/images/ep_797251/frame_000810.png,task_567/images/ep_797251/frame_000855.png,task_567/actions/ep_797251/action_000810to000854.npy
task_734,734,885081,1st,a2d,task_734/images/ep_885081/frame_000360.png,task_734/images/ep_885081/frame_000405.png,task_734/actions/ep_885081/action_000360to000404.npy
task_719,719,874240,1st,a2d,task_719/images/ep_874240/frame_000225.png,task_719/images/ep_874240/frame_000270.png,task_719/actions/ep_874240/action_000225to000269.npy
task_734,734,884987,1st,a2d,task_734/images/ep_884987/frame_000225.png,task_734/images/ep_884987/frame_000270.png,task_734/actions/ep_884987/action_000225to000269.npy
task_575,575,806321,1st,a2d,task_575/images/ep_806321/frame_000135.png,task_575/images/ep_806321/frame_000180.png,task_575/actions/ep_806321/action_000135to000179.npy
task_374,374,648601,1st,a2d,task_374/images/ep_648601/frame_000180.png,task_374/images/ep_648601/frame_000225.png,task_374/actions/ep_648601/action_000180to000224.npy
task_567,567,798180,1st,a2d,task_567/images/ep_798180/frame_000135.png,task_567/images/ep_798180/frame_000180.png,task_567/actions/ep_798180/action_000135to000179.npy
task_719,719,870915,1st,a2d,task_719/images/ep_870915/frame_000360.png,task_719/images/ep_870915/frame_000405.png,task_719/actions/ep_870915/action_000360to000404.npy
task_446,446,690988,1st,a2d,task_446/images/ep_690988/frame_000225.png,task_446/images/ep_690988/frame_000270.png,task_446/actions/ep_690988/action_000225to000269.npy
task_446,446,690946,1st,a2d,task_446/images/ep_690946/frame_000450.png,task_446/images/ep_690946/frame_000495.png,task_446/actions/ep_690946/action_000450to000494.npy
task_785,785,925850,1st,a2d,task_785/images/ep_925850/frame_003510.png,task_785/images/ep_925850/frame_003555.png,task_785/actions/ep_925850/action_003510to003554.npy
task_575,575,808223,1st,a2d,task_575/images/ep_808223/frame_000495.png,task_575/images/ep_808223/frame_000540.png,task_575/actions/ep_808223/action_000495to000539.npy
task_575,575,808266,1st,a2d,task_575/images/ep_808266/frame_000180.png,task_575/images/ep_808266/frame_000225.png,task_575/actions/ep_808266/action_000180to000224.npy
task_587,587,804175,1st,a2d,task_587/images/ep_804175/frame_000810.png,task_587/images/ep_804175/frame_000855.png,task_587/actions/ep_804175/action_000810to000854.npy
task_388,388,691692,1st,a2d,task_388/images/ep_691692/frame_000090.png,task_388/images/ep_691692/frame_000135.png,task_388/actions/ep_691692/action_000090to000134.npy
task_567,567,801822,1st,a2d,task_567/images/ep_801822/frame_000090.png,task_567/images/ep_801822/frame_000135.png,task_567/actions/ep_801822/action_000090to000134.npy
task_619,619,839784,1st,a2d,task_619/images/ep_839784/frame_000045.png,task_619/images/ep_839784/frame_000090.png,task_619/actions/ep_839784/action_000045to000089.npy
task_573,573,794506,1st,a2d,task_573/images/ep_794506/frame_001215.png,task_573/images/ep_794506/frame_001260.png,task_573/actions/ep_794506/action_001215to001259.npy
task_590,590,803275,1st,a2d,task_590/images/ep_803275/frame_000000.png,task_590/images/ep_803275/frame_000045.png,task_590/actions/ep_803275/action_000000to000044.npy
task_719,719,921740,1st,a2d,task_719/images/ep_921740/frame_000090.png,task_719/images/ep_921740/frame_000135.png,task_719/actions/ep_921740/action_000090to000134.npy
task_429,429,690680,1st,a2d,task_429/images/ep_690680/frame_000405.png,task_429/images/ep_690680/frame_000450.png,task_429/actions/ep_690680/action_000405to000449.npy
task_575,575,807295,1st,a2d,task_575/images/ep_807295/frame_000270.png,task_575/images/ep_807295/frame_000315.png,task_575/actions/ep_807295/action_000270to000314.npy
task_785,785,921434,1st,a2d,task_785/images/ep_921434/frame_000900.png,task_785/images/ep_921434/frame_000945.png,task_785/actions/ep_921434/action_000900to000944.npy
task_719,719,874329,1st,a2d,task_719/images/ep_874329/frame_000090.png,task_719/images/ep_874329/frame_000135.png,task_719/actions/ep_874329/action_000090to000134.npy
task_575,575,806485,1st,a2d,task_575/images/ep_806485/frame_000000.png,task_575/images/ep_806485/frame_000045.png,task_575/actions/ep_806485/action_000000to000044.npy
task_573,573,795750,1st,a2d,task_573/images/ep_795750/frame_000000.png,task_573/images/ep_795750/frame_000045.png,task_573/actions/ep_795750/action_000000to000044.npy
task_734,734,885044,1st,a2d,task_734/images/ep_885044/frame_000270.png,task_734/images/ep_885044/frame_000315.png,task_734/actions/ep_885044/action_000270to000314.npy
task_604,604,854113,1st,a2d,task_604/images/ep_854113/frame_000765.png,task_604/images/ep_854113/frame_000810.png,task_604/actions/ep_854113/action_000765to000809.npy
task_717,717,874228,1st,a2d,task_717/images/ep_874228/frame_000180.png,task_717/images/ep_874228/frame_000225.png,task_717/actions/ep_874228/action_000180to000224.npy
task_593,593,805725,1st,a2d,task_593/images/ep_805725/frame_000360.png,task_593/images/ep_805725/frame_000405.png,task_593/actions/ep_805725/action_000360to000404.npy
task_388,388,691866,1st,a2d,task_388/images/ep_691866/frame_000900.png,task_388/images/ep_691866/frame_000945.png,task_388/actions/ep_691866/action_000900to000944.npy
task_388,388,691426,1st,a2d,task_388/images/ep_691426/frame_001080.png,task_388/images/ep_691426/frame_001125.png,task_388/actions/ep_691426/action_001080to001124.npy
task_604,604,854113,1st,a2d,task_604/images/ep_854113/frame_001215.png,task_604/images/ep_854113/frame_001260.png,task_604/actions/ep_854113/action_001215to001259.npy
task_785,785,919513,1st,a2d,task_785/images/ep_919513/frame_002520.png,task_785/images/ep_919513/frame_002565.png,task_785/actions/ep_919513/action_002520to002564.npy
task_582,582,803830,1st,a2d,task_582/images/ep_803830/frame_000225.png,task_582/images/ep_803830/frame_000270.png,task_582/actions/ep_803830/action_000225to000269.npy
task_388,388,691017,1st,a2d,task_388/images/ep_691017/frame_001350.png,task_388/images/ep_691017/frame_001395.png,task_388/actions/ep_691017/action_001350to001394.npy
task_619,619,839537,1st,a2d,task_619/images/ep_839537/frame_000720.png,task_619/images/ep_839537/frame_000765.png,task_619/actions/ep_839537/action_000720to000764.npy
task_719,719,870915,1st,a2d,task_719/images/ep_870915/frame_000225.png,task_719/images/ep_870915/frame_000270.png,task_719/actions/ep_870915/action_000225to000269.npy
task_785,785,919126,1st,a2d,task_785/images/ep_919126/frame_001260.png,task_785/images/ep_919126/frame_001305.png,task_785/actions/ep_919126/action_001260to001304.npy
task_717,717,921964,1st,a2d,task_717/images/ep_921964/frame_000270.png,task_717/images/ep_921964/frame_000315.png,task_717/actions/ep_921964/action_000270to000314.npy
task_573,573,795742,1st,a2d,task_573/images/ep_795742/frame_000630.png,task_573/images/ep_795742/frame_000675.png,task_573/actions/ep_795742/action_000630to000674.npy
task_388,388,691747,1st,a2d,task_388/images/ep_691747/frame_001170.png,task_388/images/ep_691747/frame_001215.png,task_388/actions/ep_691747/action_001170to001214.npy
task_429,429,690872,1st,a2d,task_429/images/ep_690872/frame_000630.png,task_429/images/ep_690872/frame_000675.png,task_429/actions/ep_690872/action_000630to000674.npy
task_429,429,690840,1st,a2d,task_429/images/ep_690840/frame_001080.png,task_429/images/ep_690840/frame_001125.png,task_429/actions/ep_690840/action_001080to001124.npy
task_582,582,802725,1st,a2d,task_582/images/ep_802725/frame_000360.png,task_582/images/ep_802725/frame_000405.png,task_582/actions/ep_802725/action_000360to000404.npy
task_575,575,806402,1st,a2d,task_575/images/ep_806402/frame_000270.png,task_575/images/ep_806402/frame_000315.png,task_575/actions/ep_806402/action_000270to000314.npy
task_593,593,803022,1st,a2d,task_593/images/ep_803022/frame_000090.png,task_593/images/ep_803022/frame_000135.png,task_593/actions/ep_803022/action_000090to000134.npy
task_374,374,656486,1st,a2d,task_374/images/ep_656486/frame_000225.png,task_374/images/ep_656486/frame_000270.png,task_374/actions/ep_656486/action_000225to000269.npy
task_734,734,885747,1st,a2d,task_734/images/ep_885747/frame_000270.png,task_734/images/ep_885747/frame_000315.png,task_734/actions/ep_885747/action_000270to000314.npy
task_604,604,854127,1st,a2d,task_604/images/ep_854127/frame_000900.png,task_604/images/ep_854127/frame_000945.png,task_604/actions/ep_854127/action_000900to000944.npy
task_785,785,919126,1st,a2d,task_785/images/ep_919126/frame_000225.png,task_785/images/ep_919126/frame_000270.png,task_785/actions/ep_919126/action_000225to000269.npy
task_573,573,795791,1st,a2d,task_573/images/ep_795791/frame_000090.png,task_573/images/ep_795791/frame_000135.png,task_573/actions/ep_795791/action_000090to000134.npy
task_719,719,921812,1st,a2d,task_719/images/ep_921812/frame_000450.png,task_719/images/ep_921812/frame_000495.png,task_719/actions/ep_921812/action_000450to000494.npy
task_388,388,690998,1st,a2d,task_388/images/ep_690998/frame_000855.png,task_388/images/ep_690998/frame_000900.png,task_388/actions/ep_690998/action_000855to000899.npy
task_582,582,802372,1st,a2d,task_582/images/ep_802372/frame_000675.png,task_582/images/ep_802372/frame_000720.png,task_582/actions/ep_802372/action_000675to000719.npy
task_374,374,649507,1st,a2d,task_374/images/ep_649507/frame_000045.png,task_374/images/ep_649507/frame_000090.png,task_374/actions/ep_649507/action_000045to000089.npy
task_584,584,852439,1st,a2d,task_584/images/ep_852439/frame_000090.png,task_584/images/ep_852439/frame_000135.png,task_584/actions/ep_852439/action_000090to000134.npy
task_388,388,690714,1st,a2d,task_388/images/ep_690714/frame_000270.png,task_388/images/ep_690714/frame_000315.png,task_388/actions/ep_690714/action_000270to000314.npy
task_388,388,691928,1st,a2d,task_388/images/ep_691928/frame_000090.png,task_388/images/ep_691928/frame_000135.png,task_388/actions/ep_691928/action_000090to000134.npy
task_734,734,882628,1st,a2d,task_734/images/ep_882628/frame_000360.png,task_734/images/ep_882628/frame_000405.png,task_734/actions/ep_882628/action_000360to000404.npy
task_734,734,881394,1st,a2d,task_734/images/ep_881394/frame_000495.png,task_734/images/ep_881394/frame_000540.png,task_734/actions/ep_881394/action_000495to000539.npy
task_734,734,885801,1st,a2d,task_734/images/ep_885801/frame_000045.png,task_734/images/ep_885801/frame_000090.png,task_734/actions/ep_885801/action_000045to000089.npy
task_785,785,921558,1st,a2d,task_785/images/ep_921558/frame_003555.png,task_785/images/ep_921558/frame_003600.png,task_785/actions/ep_921558/action_003555to003599.npy
task_619,619,839430,1st,a2d,task_619/images/ep_839430/frame_000135.png,task_619/images/ep_839430/frame_000180.png,task_619/actions/ep_839430/action_000135to000179.npy
task_542,542,770554,1st,a2d,task_542/images/ep_770554/frame_000585.png,task_542/images/ep_770554/frame_000630.png,task_542/actions/ep_770554/action_000585to000629.npy
task_575,575,807552,1st,a2d,task_575/images/ep_807552/frame_000720.png,task_575/images/ep_807552/frame_000765.png,task_575/actions/ep_807552/action_000720to000764.npy
task_719,719,921858,1st,a2d,task_719/images/ep_921858/frame_000315.png,task_719/images/ep_921858/frame_000360.png,task_719/actions/ep_921858/action_000315to000359.npy
task_593,593,805689,1st,a2d,task_593/images/ep_805689/frame_000630.png,task_593/images/ep_805689/frame_000675.png,task_593/actions/ep_805689/action_000630to000674.npy
task_584,584,853125,1st,a2d,task_584/images/ep_853125/frame_000990.png,task_584/images/ep_853125/frame_001035.png,task_584/actions/ep_853125/action_000990to001034.npy
